ParkID,FacilityCount,FacilityType,FacilityURL
91,1,Baseball Diamonds,
91,1,Field Houses,
91,2,Tennis Courts,
91,1,Bowling Greens,
91,1,Soccer Fields,
91,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
91,1,Washrooms,
92,1,Picnic Sites,//vancouver.ca/parks-recreation-culture/picnics.aspx
92,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
92,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
92,1,Washrooms,
93,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
93,1,Swimming Pools,//vancouver.ca/parks-recreation-culture/swimming-pools.aspx
93,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
93,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
95,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
96,1,Field Houses,
96,1,Soccer Fields,
96,1,Picnic Sites,//vancouver.ca/parks-recreation-culture/picnics.aspx
96,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
96,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
96,1,Wading Pool,
96,1,Washrooms,
97,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
98,1,Golf Courses,//vancouver.ca/parks-recreation-culture/golf-courses-pitch-and-putts-and-driving-ranges.aspx
98,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
98,1,Restaurants,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
98,1,Washrooms,
99,2,Tennis Courts,
99,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
100,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
100,2,Softball,
100,4,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
100,1,Soccer Fields,
100,4,Tennis Courts,
100,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
101,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
101,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
102,1,Golf Courses,//vancouver.ca/parks-recreation-culture/golf-courses-pitch-and-putts-and-driving-ranges.aspx
102,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
102,1,Jogging Trails,
102,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
102,1,Restaurants,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
102,1,Washrooms,
103,3,Baseball Diamonds,
103,1,Community Halls,
103,2,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
103,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
103,2,Lighted Fields,
103,1,Rinks,//vancouver.ca/parks-recreation-culture/ice-rinks.aspx
103,3,Soccer Fields,
103,1,Swimming Pools,//vancouver.ca/parks-recreation-culture/swimming-pools.aspx
103,1,Field Houses,
103,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
103,1,Running Tracks,
103,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
103,1,Wading Pool,
103,1,Softball,
103,1,Ultimate Fields,
104,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
105,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
105,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
105,1,Soccer Fields,
106,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
106,2,Tennis Courts,
106,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
108,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
108,1,Field Houses,
108,1,Lighted Fields,
108,1,Rinks,//vancouver.ca/parks-recreation-culture/ice-rinks.aspx
108,1,Soccer Fields,
108,4,Softball,
108,1,Cricket Pitches,
108,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
108,2,Rugby Fields,
108,1,Water/Spray Parks,
108,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
109,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
109,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
110,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
110,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
110,1,Washrooms,
111,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
112,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
112,1,Water/Spray Parks,
112,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
112,10,Tennis Courts,
112,2,Basketball Courts,
112,1,Swimming Pools,//vancouver.ca/parks-recreation-culture/swimming-pools.aspx
112,1,Beaches,//vancouver.ca/parks-recreation-culture/beaches.aspx
112,1,Washrooms,
112,1,Restaurants,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
112,1,Washrooms,
112,1,Food Concessions,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
113,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
114,1,Field Houses,
114,1,Soccer Fields,
114,4,Tennis Courts,
114,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
114,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
114,2,Softball,
114,1,Washrooms,
115,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
116,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
117,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
118,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
119,1,Field Houses,
119,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
119,3,Tennis Courts,
119,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
119,1,Washrooms,
120,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
120,1,Washrooms,
121,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
122,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
122,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
123,4,Tennis Courts,
123,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
124,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
124,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
126,2,Baseball Diamonds,
126,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
126,1,Field Houses,
126,1,Lighted Fields,
126,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
126,3,Soccer Fields,
126,2,Softball,
126,2,Tennis Courts,
126,1,Basketball Courts,
126,1,Water/Spray Parks,
126,1,Outdoor Roller Hockey Rinks,
126,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
126,1,Washrooms,
126,1,Ball Hockey,
127,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
127,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
128,1,Field Houses,
128,1,Soccer Fields,
128,1,Softball,
128,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
130,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
130,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
130,1,Basketball Courts,
131,1,Field Houses,
131,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
131,1,Softball,
131,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
131,1,Football Fields,
131,1,Rugby Fields,
131,3,Ultimate Fields,
131,1,Washrooms,
133,1,Soccer Fields,
133,1,Jogging Trails,
133,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
133,2,Softball,
133,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
134,1,Skateboard Parks,//vancouver.ca/parks-recreation-culture/skateboard-parks.aspx
134,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
136,2,Tennis Courts,
136,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
136,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
137,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
137,1,Softball,
137,1,Field Houses,
137,1,Soccer Fields,
137,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
137,1,Washrooms,
138,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
138,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
139,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
139,1,Basketball Courts,
139,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
139,1,Skateboard Parks,//vancouver.ca/parks-recreation-culture/skateboard-parks.aspx
140,1,Field Houses,
140,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
140,1,Soccer Fields,
140,3,Tennis Courts,
140,2,Basketball Courts,
140,1,Wading Pool,
140,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
140,1,Washrooms,
140,1,Ball Hockey,
141,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
141,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
142,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
143,1,Field Houses,
143,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
143,2,Softball,
143,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
143,1,Wading Pool,
143,2,Ultimate Fields,
143,1,Washrooms,
145,1,Golf Courses,//vancouver.ca/parks-recreation-culture/golf-courses-pitch-and-putts-and-driving-ranges.aspx
145,4,Tennis Courts,
145,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
145,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
145,1,Jogging Trails,
145,1,Washrooms,
145,1,Restaurants,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
146,1,Field Houses,
146,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
146,3,Softball,
146,2,Soccer Fields,
146,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
146,1,Washrooms,
147,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
147,1,Football Fields,
147,1,Softball,
147,2,Ultimate Fields,
148,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
148,1,Softball,
148,1,Field Houses,
148,1,Lighted Fields,
148,3,Soccer Fields,
148,1,Baseball Diamonds,
148,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
148,1,Washrooms,
148,1,Field Hockey,
149,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
149,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
150,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
150,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
151,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
151,1,Softball,
151,1,Field Houses,
151,1,Soccer Fields,
151,1,Basketball Courts,
151,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
151,1,Wading Pool,
151,1,Washrooms,
152,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
152,1,Softball,
152,1,Soccer Fields,
152,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
152,1,Jogging Trails,
153,2,Baseball Diamonds,
153,2,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
153,1,Community Halls,
153,1,Football Fields,
153,1,Field Houses,
153,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
153,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
153,1,Wading Pool,
153,1,Soccer Fields,
153,1,Washrooms,
154,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
154,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
155,1,Soccer Fields,
155,1,Basketball Courts,
155,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
155,1,Softball,
156,2,Tennis Courts,
156,1,Basketball Courts,
156,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
157,1,Field Houses,
157,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
157,1,Soccer Fields,
157,2,Softball,
157,1,Water/Spray Parks,
157,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
157,1,Washrooms,
158,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
158,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
159,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
159,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
159,1,Field Houses,
159,1,Lacrosse Boxes,
159,1,Lighted Fields,
159,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
159,1,Swimming Pools,//vancouver.ca/parks-recreation-culture/swimming-pools.aspx
159,1,Softball,
159,1,Football Fields,
159,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
159,1,Wading Pool,
159,1,Ball Hockey,
159,1,Washrooms,
160,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
161,1,Field Houses,
161,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
161,1,Soccer Fields,
161,4,Tennis Courts,
161,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
161,1,Wading Pool,
161,1,Washrooms,
161,1,Ultimate Fields,
162,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
162,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
163,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
164,1,Field Houses,
164,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
164,3,Soccer Fields,
164,4,Baseball Diamonds,
164,1,Rinks,//vancouver.ca/parks-recreation-culture/ice-rinks.aspx
164,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
164,1,Jogging Trails,
164,1,Swimming Pools,//vancouver.ca/parks-recreation-culture/swimming-pools.aspx
165,1,Baseball Diamonds,
165,1,Lighted Fields,
165,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
165,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
166,1,Field Houses,
166,1,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
166,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
166,1,Water/Spray Parks,
166,1,Soccer Fields,
166,1,Washrooms,
167,1,Bowling Greens,
167,1,Field Houses,
167,1,Golf Courses,//vancouver.ca/parks-recreation-culture/golf-courses-pitch-and-putts-and-driving-ranges.aspx
167,17,Tennis Courts,
167,4,Basketball Courts,
167,4,Pickle Ball,
167,1,Disc Golf Courses,
167,2,Outdoor Roller Hockey Rinks,
167,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
167,1,Dogs Off-Leash Areas,//vancouver.ca/parks-recreation-culture/dog-off-leash-areas.aspx
167,2,Ball Hockey,
167,1,Washrooms,
167,1,Washrooms,
167,1,Restaurants,//vancouver.ca/parks-recreation-culture/restaurants-and-snack-bars.aspx
167,1,Washrooms,
168,1,Baseball Diamonds,
168,2,Playgrounds,//vancouver.ca/parks-recreation-culture/summer-playground-programs.aspx
168,1,Field Houses,
168,1,Community Centres,//vancouver.ca/parks-recreation-culture/community-and-cultural-centres.aspx
168,1,Soccer Fields,
168,1,Parks,//vancouver.ca/parks-recreation-culture.aspx
168,1,Basketball Courts,
